transaction_id,customer_id,amount,currency,decline_code,failure_reason,past_success_count,past_failure_count,account_age_days,typical_payment_day,typical_payment_hour,avg_amount,is_recoverable,recovery_window_hours,failure_timestamp,dataset_split
TXN-A36F83DE1F76,CUST-0431,21.5,USD,fraud_flag,Card flagged for unusual activity,20,7,706,15,12,39.43,0,,2024-02-21 01:39:00,train
TXN-E963757C52C2,CUST-0087,94.44,USD,auth_required,3D Secure authentication required,54,4,767,1,17,21.6,1,66.0,2024-07-02 17:25:00,test
TXN-93759051A571,CUST-0168,34.73,USD,insufficient_funds,Decline: NSF,3,9,1996,2,14,30.51,0,,2024-02-08 14:32:00,train
TXN-EA4DC80314F4,CUST-0187,91.97,USD,temp_error,Network error during authorization,23,8,357,27,19,27.66,1,3.0,2024-12-06 20:37:00,train
TXN-28B64566BCA2,CUST-0281,124.92,USD,insufficient_funds,Not enough balance,57,5,1310,6,7,76.03,1,94.0,2024-01-18 02:22:00,train
TXN-ABDF74FFDD3D,CUST-0321,63.92,USD,auth_required,SCA challenge required,45,8,1372,12,16,26.97,1,46.0,2024-01-10 03:09:00,train
TXN-34EC7112209D,CUST-0124,75.9,EUR,auth_required,Strong customer authentication needed,17,9,1555,12,19,45.79,1,67.0,2024-06-14 10:28:00,train
TXN-C5E70010D33A,CUST-0029,118.76,USD,insufficient_funds,Insufficient funds in account,17,0,165,18,17,29.04,1,121.0,2024-03-08 01:28:00,train
TXN-381D27011E41,CUST-0496,92.07,USD,insufficient_funds,Card declined — insufficient funds,2,1,1700,2,14,169.92,1,130.0,2024-04-03 05:58:00,train
TXN-75FB9EB29A03,CUST-0079,185.4,USD,insufficient_funds,Decline: NSF,16,6,59,6,18,30.35,1,83.0,2024-02-04 17:45:00,train
TXN-D0FC30915504,CUST-0489,207.14,GBP,insufficient_funds,Insufficient funds in account,26,0,713,9,12,38.1,1,109.0,2024-02-23 00:31:00,train
TXN-8A70DCF7DF3E,CUST-0406,57.3,GBP,expired_card,Expiration date is in the past,32,7,43,26,6,18.87,0,,2024-09-22 17:29:00,test
TXN-01CFF67C61F9,CUST-0088,37.85,USD,insufficient_funds,Decline: NSF,36,6,726,15,16,38.46,1,123.0,2024-07-21 09:39:00,train
TXN-71BEF81112BA,CUST-0291,34.35,USD,expired_card,Card expiry passed,5,7,1276,22,13,102.96,0,,2024-09-27 16:27:00,train
TXN-9BC98EBA659E,CUST-0326,109.27,USD,insufficient_funds,Payment failed: low account balance,23,1,227,18,8,26.64,1,91.0,2024-12-19 23:04:00,test
TXN-CD2AE1B62C7B,CUST-0322,19.24,GBP,unknown,Processor response unclear,8,2,1110,22,14,36.74,0,,2024-01-05 00:14:00,train
TXN-EAD402C65D4F,CUST-0035,97.37,USD,expired_card,Card has expired,53,1,1347,11,16,33.79,1,81.0,2024-03-01 12:20:00,test
TXN-5AD94711B2D7,CUST-0255,39.09,EUR,temp_error,Temporary bank unavailability,42,3,870,17,15,62.34,1,15.0,2024-09-05 05:13:00,train
TXN-06FCF5F84F89,CUST-0304,61.39,USD,unknown,Generic decline,0,4,55,28,10,111.43,0,,2024-03-28 15:39:00,test
TXN-4A3BDE6B9C55,CUST-0098,78.27,EUR,temp_error,Processing system temporarily unavailable,11,2,539,1,20,23.73,1,11.0,2024-04-03 08:13:00,train
TXN-B6C75E2FADDC,CUST-0328,224.05,GBP,temp_error,Network error during authorization,11,6,1788,19,9,104.65,1,4.0,2024-11-21 04:36:00,train
TXN-ABA53BA35F1D,CUST-0375,73.7,EUR,temp_error,Network error during authorization,10,0,984,9,18,81.98,1,2.0,2024-04-27 10:45:00,test
TXN-F1DBDF9E3B44,CUST-0098,23.02,EUR,insufficient_funds,Insufficient funds in account,8,5,1558,3,20,55.92,1,108.0,2024-12-25 01:47:00,train
TXN-CCC98B46B866,CUST-0440,36.19,USD,expired_card,Expiration date is in the past,22,9,953,4,20,27.04,1,100.0,2024-11-12 05:02:00,train
TXN-6D7B4219146A,CUST-0048,47.82,GBP,insufficient_funds,Decline: NSF,37,8,124,9,18,229.88,0,,2024-12-01 17:16:00,test
TXN-691C74333B7B,CUST-0369,186.97,USD,auth_required,SCA challenge required,20,2,1474,8,7,34.12,1,32.0,2024-05-27 02:36:00,train
TXN-9BDAC188CD9E,CUST-0027,69.55,USD,unknown,Unknown decline code from processor,24,3,1794,9,6,62.51,0,,2024-09-02 15:01:00,train
TXN-19A95466202C,CUST-0345,115.04,CAD,temp_error,"Temporary processing error, please retry",12,9,1644,21,9,167.73,1,16.0,2024-10-16 04:15:00,train
TXN-30C6776B8F5F,CUST-0110,41.08,USD,insufficient_funds,Card declined — insufficient funds,57,8,1320,28,13,29.09,1,125.0,2024-09-22 19:10:00,train
TXN-66C1D193992B,CUST-0412,88.0,USD,insufficient_funds,Insufficient funds in account,23,1,975,18,20,20.44,1,50.0,2024-03-18 02:40:00,train
TXN-894E48AFBDEF,CUST-0244,334.12,USD,insufficient_funds,Card declined — insufficient funds,55,8,1216,9,9,75.44,1,95.0,2024-12-01 06:38:00,train
TXN-A1A89BF3100D,CUST-0048,12.08,USD,expired_card,Card expiry passed,23,7,1203,23,7,61.03,1,74.0,2024-12-27 10:27:00,train
TXN-0E123F487F37,CUST-0486,203.96,AUD,expired_card,Card has expired,49,4,361,26,11,100.63,1,120.0,2024-08-03 19:09:00,train
TXN-37C9145A44C2,CUST-0433,7.7,EUR,expired_card,Expiration date is in the past,6,2,420,12,6,68.98,0,,2024-10-31 04:17:00,train
TXN-AFF4A2A4C2B0,CUST-0468,109.09,USD,fraud_flag,Suspected fraudulent activity — transaction blocked,37,1,1118,11,10,22.96,0,,2024-07-14 19:34:00,train
TXN-5AEA95BD6D63,CUST-0236,24.25,USD,auth_required,3D Secure authentication required,3,1,565,14,12,45.93,1,65.0,2024-07-24 06:40:00,train
TXN-55A674A965B5,CUST-0104,264.12,EUR,auth_required,Additional verification required by issuing bank,49,7,300,20,6,55.22,1,53.0,2024-04-02 10:17:00,train
TXN-ECBC5CD995AC,CUST-0174,181.04,USD,auth_required,Additional verification required by issuing bank,9,8,1099,8,20,57.44,1,70.0,2024-02-24 14:52:00,train
TXN-9438A9534433,CUST-0074,149.6,EUR,temp_error,"Temporary processing error, please retry",31,8,1983,28,12,178.45,1,7.0,2024-08-19 10:17:00,train
TXN-C296FB94220D,CUST-0228,35.59,USD,auth_required,3D Secure authentication required,33,9,1310,7,6,39.87,0,,2024-02-16 03:08:00,train
TXN-CCF91F85CF2B,CUST-0212,24.12,USD,fraud_flag,Security flag triggered by issuer,45,3,718,15,16,26.14,0,,2024-03-14 07:20:00,train
TXN-9AF24F4FD3A4,CUST-0294,30.91,EUR,expired_card,Card has expired,50,0,1722,16,14,50.53,0,,2024-03-22 20:06:00,train
TXN-D47BF1CEB549,CUST-0252,33.63,EUR,temp_error,"Temporary processing error, please retry",4,3,922,6,21,140.83,1,2.0,2024-11-27 00:27:00,train
TXN-DDB379FE1F9C,CUST-0451,19.99,AUD,insufficient_funds,Decline: NSF,29,1,1803,5,10,119.43,1,131.0,2024-08-22 19:08:00,train
TXN-A36D7426A97A,CUST-0056,78.64,EUR,insufficient_funds,Card declined — insufficient funds,3,3,121,28,19,33.97,0,,2024-12-04 09:31:00,train
TXN-DA1AB1D4FDB9,CUST-0301,50.54,USD,auth_required,SCA challenge required,47,4,557,11,10,108.48,1,37.0,2024-08-31 08:25:00,train
TXN-D4E1997AD666,CUST-0193,26.82,CAD,fraud_flag,Suspected fraudulent activity — transaction blocked,11,6,666,11,14,29.07,0,,2024-10-29 09:02:00,train
TXN-0F847E81BDE6,CUST-0492,26.96,USD,fraud_flag,Security flag triggered by issuer,57,6,566,7,16,48.31,0,,2024-12-11 23:25:00,train
TXN-432377EDB44E,CUST-0236,72.56,USD,auth_required,SCA challenge required,35,6,1318,16,16,250.41,1,64.0,2024-12-30 07:26:00,test
TXN-5917E2BD4A71,CUST-0277,125.12,USD,temp_error,Temporary bank unavailability,13,1,408,6,18,51.75,1,15.0,2024-08-27 16:58:00,train
TXN-2D16229D085E,CUST-0149,12.53,EUR,hard_decline,Do not honor,58,8,976,6,8,104.35,0,,2024-05-26 23:26:00,train
TXN-7D3110D08895,CUST-0004,133.07,EUR,auth_required,Strong customer authentication needed,15,9,1224,27,6,193.09,0,,2024-11-16 17:34:00,train
TXN-756F8D9D9C05,CUST-0152,130.37,CAD,expired_card,Card expiry passed,51,0,334,13,18,26.98,0,,2024-01-17 00:10:00,train
TXN-14BB6E644DAC,CUST-0130,23.63,USD,insufficient_funds,Insufficient funds in account,26,1,267,2,9,62.31,1,108.0,2024-11-30 14:45:00,test
TXN-E8BD40A48395,CUST-0498,50.98,USD,auth_required,Strong customer authentication needed,22,7,175,10,15,141.42,1,43.0,2024-03-08 07:28:00,train
TXN-87AF55F87CEA,CUST-0060,38.3,USD,temp_error,"Temporary processing error, please retry",59,7,1113,16,10,22.39,1,16.0,2024-07-10 22:22:00,train
TXN-FDDF416CC585,CUST-0273,11.96,USD,hard_decline,Invalid account number,33,8,608,28,16,23.02,0,,2024-06-27 05:32:00,train
TXN-FF6C7C427188,CUST-0413,77.37,USD,insufficient_funds,Insufficient funds in account,43,1,701,10,21,60.61,1,90.0,2024-03-02 17:19:00,train
TXN-C2C39A1A5D10,CUST-0157,11.68,USD,insufficient_funds,Not enough balance,58,1,1378,4,11,75.51,1,95.0,2024-08-30 08:31:00,test
TXN-A71C5AFABD8B,CUST-0026,546.42,USD,expired_card,Card expiry passed,7,0,1584,22,11,109.84,1,144.0,2024-01-23 22:56:00,train
TXN-D228C8AC1CAA,CUST-0100,59.05,EUR,temp_error,Gateway timeout,16,1,1959,4,16,55.81,1,3.0,2024-03-20 14:08:00,train
TXN-5204DAB7D519,CUST-0014,16.16,USD,temp_error,Gateway timeout,40,7,1572,1,7,24.79,1,16.0,2024-11-26 07:25:00,test
TXN-98069CD4693D,CUST-0378,54.5,USD,fraud_flag,Suspected fraudulent activity — transaction blocked,21,9,1617,1,16,34.26,0,,2024-08-21 14:30:00,train
TXN-1B245015452C,CUST-0314,66.54,GBP,auth_required,SCA challenge required,41,4,1109,22,8,88.54,0,,2024-11-20 14:31:00,train
TXN-FB2320F52C8E,CUST-0261,11.3,CAD,insufficient_funds,Not enough balance,23,4,579,22,9,69.75,1,108.0,2024-08-17 10:12:00,train
TXN-B285CA30D8E2,CUST-0200,220.69,EUR,temp_error,Gateway timeout,22,8,217,10,17,94.54,1,20.0,2024-05-08 21:23:00,test
TXN-5AAD2378E544,CUST-0261,36.63,GBP,fraud_flag,Fraud prevention hold,18,1,742,9,15,48.76,0,,2024-04-03 23:30:00,train
TXN-0A7F98A009DE,CUST-0360,216.33,USD,insufficient_funds,Card declined — insufficient funds,34,2,1680,7,8,53.44,1,125.0,2024-12-04 10:36:00,test
TXN-ACDE1C9DCE20,CUST-0140,73.84,USD,insufficient_funds,Payment failed: low account balance,23,6,1537,5,11,32.81,1,85.0,2024-08-09 17:46:00,test
TXN-9FEE3FC17A2E,CUST-0278,106.56,USD,temp_error,Network error during authorization,4,6,51,11,21,96.22,1,17.0,2024-09-14 16:55:00,train
TXN-8B79385A78DD,CUST-0399,65.33,GBP,unknown,Generic decline,15,0,1746,23,9,74.91,0,,2024-12-29 16:18:00,test
TXN-48B4D5F45679,CUST-0059,151.17,EUR,temp_error,"Temporary processing error, please retry",24,0,728,1,21,35.59,1,9.0,2024-03-25 23:25:00,test
TXN-F0305FAA2ABE,CUST-0368,44.1,USD,auth_required,SCA challenge required,52,1,1615,26,15,71.85,1,60.0,2024-01-01 14:30:00,test
TXN-84AF9838F4E2,CUST-0193,65.4,USD,insufficient_funds,Payment failed: low account balance,29,5,1664,14,15,152.14,1,90.0,2024-04-08 12:11:00,train
TXN-CB9C3764C2B3,CUST-0456,545.18,USD,expired_card,Expiration date is in the past,11,8,1019,5,13,35.88,0,,2024-03-08 03:36:00,test
TXN-F7B93F7B269A,CUST-0062,87.4,USD,fraud_flag,Card flagged for unusual activity,23,4,276,13,20,52.54,0,,2024-05-07 12:06:00,train
TXN-F43E896576B7,CUST-0138,46.0,USD,insufficient_funds,Decline: NSF,11,6,548,24,9,185.26,1,108.0,2024-09-09 08:31:00,train
TXN-25F2A82E3820,CUST-0283,42.15,USD,fraud_flag,Fraud prevention hold,55,5,1137,25,12,103.45,0,,2024-11-19 05:10:00,train
TXN-0C6534867AE5,CUST-0144,289.66,USD,expired_card,Card expiry passed,33,6,948,10,7,41.26,1,80.0,2024-09-08 13:30:00,train
TXN-FB075BCDA089,CUST-0468,108.87,USD,expired_card,Declined — expired card on file,22,6,902,12,6,17.41,0,,2024-05-13 02:56:00,train
TXN-C81385765A12,CUST-0499,35.77,CAD,insufficient_funds,Card declined — insufficient funds,36,7,1127,13,14,34.09,1,116.0,2024-09-01 23:46:00,train
TXN-13A5C9AA35DC,CUST-0477,179.1,USD,expired_card,Expiration date is in the past,50,9,1189,16,6,97.98,0,,2024-07-31 13:45:00,train
TXN-1E1F9C795216,CUST-0241,233.36,GBP,expired_card,Card expiry passed,46,4,1567,10,15,43.1,0,,2024-09-14 00:03:00,train
TXN-57AE10CCD332,CUST-0394,46.08,USD,insufficient_funds,Decline: NSF,54,1,434,23,21,93.88,1,123.0,2024-11-24 19:58:00,train
TXN-A682D2A681B6,CUST-0113,83.83,CAD,expired_card,Expiration date is in the past,35,2,1505,17,20,31.43,0,,2024-08-11 20:33:00,test
TXN-9A83B37B16ED,CUST-0479,38.43,GBP,temp_error,"Temporary processing error, please retry",6,2,458,9,6,40.7,1,20.0,2024-11-19 04:51:00,train
TXN-FD153BDF2573,CUST-0229,87.99,USD,unknown,Processor response unclear,16,1,314,23,11,30.25,1,30.0,2024-09-13 18:22:00,train
TXN-A316F5986130,CUST-0499,24.27,USD,fraud_flag,Card flagged for unusual activity,1,5,448,24,11,57.75,0,,2024-09-24 05:36:00,test
TXN-0AFB089E9F62,CUST-0137,244.98,USD,expired_card,Card has expired,57,7,501,9,16,30.4,0,,2024-03-25 00:50:00,train
TXN-EF8F3A1D4D93,CUST-0416,72.25,GBP,unknown,Processor response unclear,19,4,1919,17,18,19.78,1,44.0,2024-09-17 19:34:00,train
TXN-3FF25D7D9881,CUST-0310,145.8,EUR,expired_card,Expiration date is in the past,14,2,172,20,20,41.72,0,,2024-05-18 23:22:00,train
TXN-BBAA6754BCBD,CUST-0457,65.41,USD,auth_required,Additional verification required by issuing bank,41,2,704,7,20,23.88,0,,2024-06-23 14:41:00,train
TXN-13C4F9F790B3,CUST-0392,37.06,USD,fraud_flag,Security flag triggered by issuer,49,7,1027,21,14,35.59,0,,2024-11-10 08:16:00,train
TXN-552EB13BF1A8,CUST-0000,44.93,USD,hard_decline,Invalid account number,18,3,1585,24,13,39.68,0,,2024-12-13 03:23:00,test
TXN-9D667AC4CFA0,CUST-0091,65.51,USD,temp_error,"Temporary processing error, please retry",6,3,1827,5,20,55.59,1,7.0,2024-03-16 13:22:00,train
TXN-E1A908B98245,CUST-0299,78.66,EUR,unknown,Generic decline,27,7,1514,2,17,155.1,1,46.0,2024-01-13 13:46:00,train
TXN-28FFB368FE36,CUST-0497,46.41,USD,expired_card,Expiration date is in the past,29,2,1146,4,17,54.05,1,144.0,2024-05-04 20:42:00,test
TXN-CE4B15D28545,CUST-0003,174.44,USD,insufficient_funds,Card declined — insufficient funds,17,5,997,11,20,71.1,1,102.0,2024-07-21 00:37:00,train
TXN-6805FC74CD3F,CUST-0021,53.82,USD,hard_decline,Do not honor,14,4,965,26,15,109.33,0,,2024-12-27 04:19:00,train
TXN-CE649AB7E82D,CUST-0136,76.65,EUR,insufficient_funds,Payment failed: low account balance,58,2,1697,13,14,15.47,1,109.0,2024-06-29 02:24:00,train
TXN-4AFA6DFE97A9,CUST-0429,53.88,USD,insufficient_funds,Decline: NSF,8,2,1369,8,12,34.79,1,129.0,2024-04-27 15:29:00,train
TXN-D738D66B9558,CUST-0021,102.06,GBP,hard_decline,Card reported lost or stolen,57,2,231,24,14,272.57,0,,2024-07-26 15:28:00,test
TXN-1748821D236F,CUST-0228,66.29,EUR,unknown,Generic decline,30,0,700,5,21,36.0,0,,2024-08-22 09:34:00,train
TXN-24094D6107C4,CUST-0068,52.92,GBP,hard_decline,Do not honor,16,4,1124,13,10,27.61,0,,2024-11-28 22:24:00,train
TXN-4A21A9D818DF,CUST-0399,195.37,EUR,auth_required,SCA challenge required,56,1,1958,14,14,189.76,1,55.0,2024-08-15 12:42:00,train
TXN-216E2E879ED4,CUST-0183,34.88,EUR,temp_error,Temporary bank unavailability,13,8,1511,5,10,193.67,1,6.0,2024-07-16 13:58:00,train
TXN-56333C7B4C7C,CUST-0422,228.19,USD,fraud_flag,Card flagged for unusual activity,29,7,167,24,12,95.62,0,,2024-07-27 03:55:00,train
TXN-41A045F7A149,CUST-0273,118.29,EUR,expired_card,Card has expired,50,3,1834,2,8,68.27,0,,2024-10-16 10:53:00,train
TXN-41C7A6619ABA,CUST-0125,22.94,CAD,insufficient_funds,Payment failed: low account balance,35,5,430,16,16,51.11,1,90.0,2024-11-30 04:06:00,train
TXN-4A6DF903FF04,CUST-0482,83.62,USD,insufficient_funds,Decline: NSF,59,0,451,26,10,35.67,1,126.0,2024-04-16 07:33:00,train
TXN-44B5A13A3E6D,CUST-0430,110.46,USD,insufficient_funds,Payment failed: low account balance,51,2,511,27,6,23.15,1,125.0,2024-06-03 18:00:00,train
TXN-C16CF3E20993,CUST-0387,140.5,EUR,expired_card,Card expiry passed,35,2,1842,8,9,36.19,0,,2024-07-16 22:39:00,train
TXN-F2226720DA80,CUST-0292,85.03,GBP,insufficient_funds,Card declined — insufficient funds,56,2,119,20,11,19.74,1,103.0,2024-09-04 14:05:00,train
TXN-9A19A08B500A,CUST-0020,214.01,EUR,auth_required,Strong customer authentication needed,0,0,1117,26,18,56.43,1,59.0,2024-12-12 19:27:00,train
TXN-0E891A841DD0,CUST-0420,126.68,USD,temp_error,Gateway timeout,24,6,1225,26,15,67.83,1,16.0,2024-03-27 20:20:00,train
TXN-6615C2751530,CUST-0339,59.42,AUD,fraud_flag,Fraud prevention hold,24,9,413,21,19,81.44,0,,2024-09-08 23:38:00,test
TXN-F409EDC3E252,CUST-0334,202.52,EUR,expired_card,Expiration date is in the past,41,9,417,15,21,86.9,1,91.0,2024-02-27 08:06:00,train
TXN-F42AFD8E57DB,CUST-0186,21.15,GBP,fraud_flag,Security flag triggered by issuer,25,4,835,2,20,51.55,0,,2024-03-03 08:46:00,train
TXN-9EA2FFEF2558,CUST-0047,111.87,EUR,temp_error,Network error during authorization,35,2,1914,11,20,41.33,1,24.0,2024-10-17 06:13:00,train
TXN-44E7498385A8,CUST-0473,93.64,GBP,insufficient_funds,Card declined — insufficient funds,28,9,416,27,13,11.75,1,113.0,2024-01-31 08:43:00,test
TXN-48EA4BDAE531,CUST-0264,13.98,USD,temp_error,Processing system temporarily unavailable,58,4,1381,21,16,18.86,1,24.0,2024-04-29 04:46:00,train
TXN-CC822FA46C85,CUST-0224,24.46,USD,temp_error,Gateway timeout,3,4,1687,4,12,79.97,1,3.0,2024-06-05 23:20:00,train
TXN-6BC762C4618C,CUST-0300,80.83,USD,expired_card,Declined — expired card on file,54,3,869,18,6,48.96,1,155.0,2024-11-21 23:03:00,train
TXN-92E7B07FB893,CUST-0046,39.4,CAD,temp_error,Temporary bank unavailability,46,5,1215,5,14,55.22,1,23.0,2024-12-17 08:27:00,train
TXN-F0DFA0782219,CUST-0075,61.11,EUR,unknown,Unknown decline code from processor,0,8,1147,6,20,72.98,1,55.0,2024-08-25 21:51:00,train
TXN-20F7B3239CDB,CUST-0417,122.79,USD,insufficient_funds,Decline: NSF,17,1,1655,18,8,22.26,1,120.0,2024-11-26 22:33:00,train
TXN-F03726394930,CUST-0353,55.81,USD,insufficient_funds,Decline: NSF,24,4,103,28,11,73.02,1,68.0,2024-08-28 16:40:00,test
TXN-2CE632D1A802,CUST-0296,13.58,EUR,auth_required,SCA challenge required,7,7,1392,6,12,55.02,0,,2024-09-17 16:16:00,train
TXN-611B879EBEF4,CUST-0174,61.2,USD,hard_decline,Account closed,37,6,1650,11,9,31.85,0,,2024-09-11 03:00:00,train
TXN-55198993B2B3,CUST-0003,49.64,USD,auth_required,3D Secure authentication required,51,2,1589,21,16,38.46,1,58.0,2024-05-30 04:55:00,train
TXN-3E558F5D7B5E,CUST-0202,12.38,USD,hard_decline,Invalid account number,28,1,435,23,12,100.76,0,,2024-12-14 08:43:00,train
TXN-7A10C298F122,CUST-0344,52.52,EUR,fraud_flag,Suspected fraudulent activity — transaction blocked,48,1,1756,22,17,168.33,0,,2024-12-04 16:15:00,train
TXN-6870B38DA8E7,CUST-0106,96.59,EUR,temp_error,"Temporary processing error, please retry",51,3,257,19,17,39.04,1,18.0,2024-03-24 14:00:00,train
TXN-A9E71378F387,CUST-0014,30.48,EUR,insufficient_funds,Decline: NSF,13,6,1090,8,7,39.93,1,97.0,2024-04-07 07:21:00,train
TXN-CFDE3B77D5B7,CUST-0305,92.0,EUR,temp_error,Network error during authorization,29,1,509,19,9,69.37,1,8.0,2024-11-12 22:14:00,train
TXN-47514BCF67C5,CUST-0258,49.8,EUR,insufficient_funds,Insufficient funds in account,27,4,1158,24,19,38.25,1,94.0,2024-01-18 18:47:00,train
TXN-B66336BFD607,CUST-0426,31.62,USD,insufficient_funds,Card declined — insufficient funds,23,8,1005,24,10,86.8,0,,2024-12-25 18:02:00,test
TXN-17B53F21E35D,CUST-0352,75.81,AUD,fraud_flag,Fraud prevention hold,11,2,562,15,13,64.67,0,,2024-03-28 02:31:00,train
TXN-60BC65DFC2FF,CUST-0464,319.36,EUR,expired_card,Card expiry passed,39,7,1786,13,7,55.3,0,,2024-11-06 22:20:00,train
TXN-DA5C6702D381,CUST-0478,50.56,EUR,temp_error,Temporary bank unavailability,17,6,1269,11,6,114.29,1,8.0,2024-04-29 14:52:00,train
TXN-6FA053AFF5BF,CUST-0287,39.64,EUR,fraud_flag,Suspected fraudulent activity — transaction blocked,56,6,1237,25,10,74.52,0,,2024-03-20 02:12:00,test
TXN-8F1D64A17137,CUST-0135,87.76,CAD,temp_error,"Temporary processing error, please retry",36,3,252,11,15,35.4,1,7.0,2024-12-25 19:46:00,train
TXN-A1DDF7D7CD6B,CUST-0488,114.7,USD,temp_error,Temporary bank unavailability,43,5,1760,15,6,77.98,1,8.0,2024-06-06 00:48:00,train
TXN-037156A9F787,CUST-0016,20.52,EUR,fraud_flag,Security flag triggered by issuer,1,4,1484,24,13,48.88,0,,2024-02-23 12:31:00,test
TXN-130AE44603D7,CUST-0348,101.07,EUR,unknown,Processor response unclear,31,0,176,19,9,63.54,0,,2024-02-22 23:59:00,train
TXN-C4E74D86DDBF,CUST-0293,203.36,USD,insufficient_funds,Card declined — insufficient funds,13,3,287,19,19,104.64,1,99.0,2024-01-28 23:16:00,train
TXN-C2CF6A9C712D,CUST-0161,34.63,USD,expired_card,Expiration date is in the past,19,7,1315,4,10,58.22,0,,2024-02-17 10:40:00,train
TXN-1C2301494E8C,CUST-0463,57.97,EUR,auth_required,3D Secure authentication required,37,1,1831,25,10,63.66,0,,2024-08-04 17:55:00,train
TXN-CD63B3BFC48C,CUST-0360,80.03,GBP,temp_error,"Temporary processing error, please retry",47,2,1853,8,14,144.47,1,1.0,2024-09-25 23:47:00,test
TXN-FCB996826384,CUST-0316,159.83,USD,insufficient_funds,Card declined — insufficient funds,21,6,669,20,14,68.94,1,86.0,2024-05-28 04:36:00,train
TXN-62196073F0FB,CUST-0490,101.65,EUR,auth_required,SCA challenge required,50,5,1972,5,17,33.89,0,,2024-08-20 05:48:00,train
TXN-F3637ABD6682,CUST-0022,51.81,EUR,fraud_flag,Fraud prevention hold,35,5,330,5,11,52.71,0,,2024-11-10 15:06:00,test
TXN-0BC48F8D8844,CUST-0360,74.51,CAD,temp_error,Network error during authorization,4,2,1444,10,19,50.39,1,15.0,2024-12-26 15:20:00,train
TXN-0B7CCDCB2F7F,CUST-0416,16.15,USD,temp_error,Network error during authorization,59,9,1749,10,10,54.93,1,16.0,2024-05-07 13:38:00,train
TXN-121D2D71BA0F,CUST-0395,243.34,USD,temp_error,"Temporary processing error, please retry",56,8,37,27,7,273.93,1,5.0,2024-02-06 11:38:00,train
TXN-0FCE8C06F644,CUST-0158,133.86,USD,unknown,Generic decline,43,9,947,4,19,125.95,1,42.0,2024-08-20 11:43:00,train
TXN-9D281CA09720,CUST-0460,83.95,GBP,insufficient_funds,Decline: NSF,27,9,1170,14,7,91.91,1,121.0,2024-04-20 04:51:00,train
TXN-D1A45D2C71AF,CUST-0120,27.47,USD,fraud_flag,Suspected fraudulent activity — transaction blocked,58,1,1363,19,14,52.16,0,,2024-08-02 14:11:00,test
TXN-E0B66320D0B2,CUST-0306,167.41,USD,expired_card,Card has expired,41,9,1293,6,19,106.59,0,,2024-08-07 16:11:00,train
TXN-79B6F4B3B274,CUST-0364,21.54,USD,temp_error,"Temporary processing error, please retry",20,5,1530,25,19,21.89,1,18.0,2024-03-23 21:36:00,train
TXN-418A0FBE1E3C,CUST-0370,109.55,USD,temp_error,Network error during authorization,21,7,230,22,9,48.25,1,17.0,2024-10-12 17:09:00,train
TXN-6F00F621E7F4,CUST-0043,166.98,EUR,temp_error,Temporary bank unavailability,37,1,865,15,19,38.2,1,19.0,2024-10-09 14:56:00,train
TXN-FE13CCD9F4EB,CUST-0179,74.38,USD,expired_card,Expiration date is in the past,8,2,1914,19,11,52.67,1,149.0,2024-05-02 22:30:00,test
TXN-0C27BE77DEEE,CUST-0465,115.91,USD,insufficient_funds,Decline: NSF,32,1,1768,16,11,112.21,1,130.0,2024-03-23 21:48:00,train
TXN-2446ABBC1C7D,CUST-0246,74.85,EUR,insufficient_funds,Payment failed: low account balance,27,4,643,1,10,102.97,1,96.0,2024-12-30 02:15:00,train
TXN-9932070F3614,CUST-0140,38.69,EUR,insufficient_funds,Decline: NSF,34,7,1378,23,14,64.95,0,,2024-02-10 11:51:00,train
TXN-24D661CFA7D9,CUST-0027,59.83,EUR,temp_error,Network error during authorization,53,9,1136,24,13,59.15,1,5.0,2024-05-31 18:28:00,train
TXN-A8872ECE3321,CUST-0410,99.46,USD,temp_error,Gateway timeout,11,0,122,20,15,127.34,1,1.0,2024-11-04 12:15:00,test
TXN-5DF86D038CC8,CUST-0173,62.63,GBP,hard_decline,Card permanently blocked,0,1,1177,3,12,58.93,0,,2024-06-13 02:56:00,test
TXN-18A4CC1801BB,CUST-0131,115.84,USD,expired_card,Declined — expired card on file,22,3,1142,26,9,60.52,1,108.0,2024-06-24 19:50:00,train
TXN-87EA4DDD7919,CUST-0220,176.78,GBP,fraud_flag,Fraud prevention hold,5,2,852,12,20,49.64,0,,2024-01-11 14:16:00,train
TXN-FB4D2BBA00A7,CUST-0164,32.35,USD,temp_error,"Temporary processing error, please retry",52,3,105,8,15,75.75,1,6.0,2024-01-31 04:46:00,train
TXN-7E481A2C3A4C,CUST-0466,12.7,EUR,insufficient_funds,Card declined — insufficient funds,41,8,1775,8,12,21.3,1,97.0,2024-11-07 18:36:00,test
TXN-D54B439F88A1,CUST-0121,30.41,USD,expired_card,Declined — expired card on file,59,1,480,17,8,55.2,0,,2024-07-28 10:41:00,train
TXN-1429F6C6D746,CUST-0001,37.31,GBP,insufficient_funds,Payment failed: low account balance,58,5,1108,6,12,26.67,1,107.0,2024-04-09 22:39:00,train
TXN-B6893C3E18FA,CUST-0336,61.14,USD,insufficient_funds,Payment failed: low account balance,6,7,235,22,12,77.76,0,,2024-09-08 06:49:00,train
TXN-EC7C681FB642,CUST-0281,176.6,USD,unknown,Generic decline,50,8,776,12,12,41.06,1,40.0,2024-11-15 01:06:00,test
